,original_summary,token,Porter_Stemmer,WordNet_Lemmatizer
9027,A bit too stiff for my tastes,"['A', 'bit', 'too', 'stiff', 'for', 'my', 'tastes']","['a', 'bit', 'too', 'stiff', 'for', 'my', 'tast']","['A', 'bit', 'too', 'stiff', 'for', 'my', 'taste']"
9028,"Good for bass, too","['Good', 'for', 'bass', ',', 'too']","['good', 'for', 'bass', ',', 'too']","['Good', 'for', 'bass', ',', 'too']"
9029,Great Sound for my Ukulele,"['Great', 'Sound', 'for', 'my', 'Ukulele']","['great', 'sound', 'for', 'my', 'ukulel']","['Great', 'Sound', 'for', 'my', 'Ukulele']"
9030,Good uke picks,"['Good', 'uke', 'picks']","['good', 'uke', 'pick']","['Good', 'uke', 'pick']"
9031,Nice Product,"['Nice', 'Product']","['nice', 'product']","['Nice', 'Product']"
9032,nice warm muted kind of sound,"['nice', 'warm', 'muted', 'kind', 'of', 'sound']","['nice', 'warm', 'mute', 'kind', 'of', 'sound']","['nice', 'warm', 'muted', 'kind', 'of', 'sound']"
9033,FELT PICKS FOR MY UKULELE,"['FELT', 'PICKS', 'FOR', 'MY', 'UKULELE']","['felt', 'pick', 'for', 'my', 'ukulel']","['FELT', 'PICKS', 'FOR', 'MY', 'UKULELE']"
9034,Not Sure I know how to use these,"['Not', 'Sure', 'I', 'know', 'how', 'to', 'use', 'these']","['not', 'sure', 'i', 'know', 'how', 'to', 'use', 'these']","['Not', 'Sure', 'I', 'know', 'how', 'to', 'use', 'these']"
9035,Good for what they are made for,"['Good', 'for', 'what', 'they', 'are', 'made', 'for']","['good', 'for', 'what', 'they', 'are', 'made', 'for']","['Good', 'for', 'what', 'they', 'are', 'made', 'for']"
9036,Probably good for ukes,"['Probably', 'good', 'for', 'ukes']","['probabl', 'good', 'for', 'uke']","['Probably', 'good', 'for', 'uke']"
9037,Picking The Day Away,"['Picking', 'The', 'Day', 'Away']","['pick', 'the', 'day', 'away']","['Picking', 'The', 'Day', 'Away']"
9038,OK at best,"['OK', 'at', 'best']","['ok', 'at', 'best']","['OK', 'at', 'best']"
9039,great,['great'],['great'],['great']
9040,It is OK because not very comfortable,"['It', 'is', 'OK', 'because', 'not', 'very', 'comfortable']","['it', 'is', 'ok', 'becaus', 'not', 'veri', 'comfort']","['It', 'is', 'OK', 'because', 'not', 'very', 'comfortable']"
9041,Very well made guitar strap!,"['Very', 'well', 'made', 'guitar', 'strap', '!']","['veri', 'well', 'made', 'guitar', 'strap', '!']","['Very', 'well', 'made', 'guitar', 'strap', '!']"
9042,EASY AND ACCOMMODATING,"['EASY', 'AND', 'ACCOMMODATING']","['easi', 'and', 'accommod']","['EASY', 'AND', 'ACCOMMODATING']"
9043,I would pass.,"['I', 'would', 'pass', '.']","['i', 'would', 'pass', '.']","['I', 'would', 'pas', '.']"
9044,2 out of 3 worked well,"['2', 'out', 'of', '3', 'worked', 'well']","['2', 'out', 'of', '3', 'work', 'well']","['2', 'out', 'of', '3', 'worked', 'well']"
9045,Shocking!,"['Shocking', '!']","['shock', '!']","['Shocking', '!']"
9046,Great mic!,"['Great', 'mic', '!']","['great', 'mic', '!']","['Great', 'mic', '!']"
9047,broke,['broke'],['broke'],['broke']
9048,$10 Dream Come True,"['$', '10', 'Dream', 'Come', 'True']","['$', '10', 'dream', 'come', 'true']","['$', '10', 'Dream', 'Come', 'True']"
9049,Great bang for the buck!!!,"['Great', 'bang', 'for', 'the', 'buck', '!', '!', '!']","['great', 'bang', 'for', 'the', 'buck', '!', '!', '!']","['Great', 'bang', 'for', 'the', 'buck', '!', '!', '!']"
9050,Great Vocalist and Announcers Mike,"['Great', 'Vocalist', 'and', 'Announcers', 'Mike']","['great', 'vocalist', 'and', 'announc', 'mike']","['Great', 'Vocalist', 'and', 'Announcers', 'Mike']"
9051,Pretty good for the money.,"['Pretty', 'good', 'for', 'the', 'money', '.']","['pretti', 'good', 'for', 'the', 'money', '.']","['Pretty', 'good', 'for', 'the', 'money', '.']"
9052,the do the job great,"['the', 'do', 'the', 'job', 'great']","['the', 'do', 'the', 'job', 'great']","['the', 'do', 'the', 'job', 'great']"
9053,protects your microphones,"['protects', 'your', 'microphones']","['protect', 'your', 'microphon']","['protects', 'your', 'microphone']"
9054,What I expected.,"['What', 'I', 'expected', '.']","['what', 'i', 'expect', '.']","['What', 'I', 'expected', '.']"
9055,"They Reduce Pop, Boom and Wind Noise","['They', 'Reduce', 'Pop', ',', 'Boom', 'and', 'Wind', 'Noise']","['they', 'reduc', 'pop', ',', 'boom', 'and', 'wind', 'nois']","['They', 'Reduce', 'Pop', ',', 'Boom', 'and', 'Wind', 'Noise']"
9056,Does the Job,"['Does', 'the', 'Job']","['doe', 'the', 'job']","['Does', 'the', 'Job']"
9057,A deal,"['A', 'deal']","['a', 'deal']","['A', 'deal']"
9058,Five Stars,"['Five', 'Stars']","['five', 'star']","['Five', 'Stars']"
9059,Nice and inexpensive,"['Nice', 'and', 'inexpensive']","['nice', 'and', 'inexpens']","['Nice', 'and', 'inexpensive']"
9060,Guitar Hanger,"['Guitar', 'Hanger']","['guitar', 'hanger']","['Guitar', 'Hanger']"
9061,Great for Hanging a Mandolin,"['Great', 'for', 'Hanging', 'a', 'Mandolin']","['great', 'for', 'hang', 'a', 'mandolin']","['Great', 'for', 'Hanging', 'a', 'Mandolin']"
9062,Just what I was looking for!!!,"['Just', 'what', 'I', 'was', 'looking', 'for', '!', '!', '!']","['just', 'what', 'i', 'wa', 'look', 'for', '!', '!', '!']","['Just', 'what', 'I', 'wa', 'looking', 'for', '!', '!', '!']"
9063,Simple and Great!,"['Simple', 'and', 'Great', '!']","['simpl', 'and', 'great', '!']","['Simple', 'and', 'Great', '!']"
9064,Good Hanger for the $$$$$$$$$,"['Good', 'Hanger', 'for', 'the', '$', '$', '$', '$', '$', '$', '$', '$', '$']","['good', 'hanger', 'for', 'the', '$', '$', '$', '$', '$', '$', '$', '$', '$']","['Good', 'Hanger', 'for', 'the', '$', '$', '$', '$', '$', '$', '$', '$', '$']"
9065,Wall Mount Insturment Hanger-Dynomite and reasonable priced,"['Wall', 'Mount', 'Insturment', 'Hanger-Dynomite', 'and', 'reasonable', 'priced']","['wall', 'mount', 'instur', 'hanger-dynomit', 'and', 'reason', 'price']","['Wall', 'Mount', 'Insturment', 'Hanger-Dynomite', 'and', 'reasonable', 'priced']"
9066,easy to set up and looks cool,"['easy', 'to', 'set', 'up', 'and', 'looks', 'cool']","['easi', 'to', 'set', 'up', 'and', 'look', 'cool']","['easy', 'to', 'set', 'up', 'and', 'look', 'cool']"
9067,Ok but a bit flimsier than expected.,"['Ok', 'but', 'a', 'bit', 'flimsier', 'than', 'expected', '.']","['ok', 'but', 'a', 'bit', 'flimsier', 'than', 'expect', '.']","['Ok', 'but', 'a', 'bit', 'flimsier', 'than', 'expected', '.']"
9068,Very nice for the price!!,"['Very', 'nice', 'for', 'the', 'price', '!', '!']","['veri', 'nice', 'for', 'the', 'price', '!', '!']","['Very', 'nice', 'for', 'the', 'price', '!', '!']"
9069,they are fantastic,"['they', 'are', 'fantastic']","['they', 'are', 'fantast']","['they', 'are', 'fantastic']"
9070,Great price ad easy to install.,"['Great', 'price', 'ad', 'easy', 'to', 'install', '.']","['great', 'price', 'ad', 'easi', 'to', 'instal', '.']","['Great', 'price', 'ad', 'easy', 'to', 'install', '.']"
9071,simple and light,"['simple', 'and', 'light']","['simpl', 'and', 'light']","['simple', 'and', 'light']"
9072,Find a stud,"['Find', 'a', 'stud']","['find', 'a', 'stud']","['Find', 'a', 'stud']"
9073,great product for the price,"['great', 'product', 'for', 'the', 'price']","['great', 'product', 'for', 'the', 'price']","['great', 'product', 'for', 'the', 'price']"
9074,"Sweet and Simple, Great Price!","['Sweet', 'and', 'Simple', ',', 'Great', 'Price', '!']","['sweet', 'and', 'simpl', ',', 'great', 'price', '!']","['Sweet', 'and', 'Simple', ',', 'Great', 'Price', '!']"
9075,Not bad,"['Not', 'bad']","['not', 'bad']","['Not', 'bad']"
9076,nice looking and robust instruments hanger,"['nice', 'looking', 'and', 'robust', 'instruments', 'hanger']","['nice', 'look', 'and', 'robust', 'instrument', 'hanger']","['nice', 'looking', 'and', 'robust', 'instrument', 'hanger']"
9077,"Dirt Cheap (Inexpensive), Effective, and Space Efficient","['Dirt', 'Cheap', '(', 'Inexpensive', ')', ',', 'Effective', ',', 'and', 'Space', 'Efficient']","['dirt', 'cheap', '(', 'inexpens', ')', ',', 'effect', ',', 'and', 'space', 'effici']","['Dirt', 'Cheap', '(', 'Inexpensive', ')', ',', 'Effective', ',', 'and', 'Space', 'Efficient']"
9078,Very good holder,"['Very', 'good', 'holder']","['veri', 'good', 'holder']","['Very', 'good', 'holder']"
9079,4 when hanging around waiting to play.,"['4', 'when', 'hanging', 'around', 'waiting', 'to', 'play', '.']","['4', 'when', 'hang', 'around', 'wait', 'to', 'play', '.']","['4', 'when', 'hanging', 'around', 'waiting', 'to', 'play', '.']"
9080,guitar wall mount,"['guitar', 'wall', 'mount']","['guitar', 'wall', 'mount']","['guitar', 'wall', 'mount']"
9081,Amazing deal and they are decent quality,"['Amazing', 'deal', 'and', 'they', 'are', 'decent', 'quality']","['amaz', 'deal', 'and', 'they', 'are', 'decent', 'qualiti']","['Amazing', 'deal', 'and', 'they', 'are', 'decent', 'quality']"
9082,CHINA GARBAGE,"['CHINA', 'GARBAGE']","['china', 'garbag']","['CHINA', 'GARBAGE']"
9083,"Not fancy, but they do the job!","['Not', 'fancy', ',', 'but', 'they', 'do', 'the', 'job', '!']","['not', 'fanci', ',', 'but', 'they', 'do', 'the', 'job', '!']","['Not', 'fancy', ',', 'but', 'they', 'do', 'the', 'job', '!']"
9084,Great hook for the money,"['Great', 'hook', 'for', 'the', 'money']","['great', 'hook', 'for', 'the', 'money']","['Great', 'hook', 'for', 'the', 'money']"
9085,Liked it so much I ordered another.,"['Liked', 'it', 'so', 'much', 'I', 'ordered', 'another', '.']","['like', 'it', 'so', 'much', 'i', 'order', 'anoth', '.']","['Liked', 'it', 'so', 'much', 'I', 'ordered', 'another', '.']"
9086,great,['great'],['great'],['great']
9087,Good wall mount. Poor hardware,"['Good', 'wall', 'mount', '.', 'Poor', 'hardware']","['good', 'wall', 'mount', '.', 'poor', 'hardwar']","['Good', 'wall', 'mount', '.', 'Poor', 'hardware']"
9088,My 2nd One,"['My', '2nd', 'One']","['my', '2nd', 'one']","['My', '2nd', 'One']"
9089,Me likee!,"['Me', 'likee', '!']","['me', 'like', '!']","['Me', 'likee', '!']"
9090,Works great as a wall hanger for my fender.,"['Works', 'great', 'as', 'a', 'wall', 'hanger', 'for', 'my', 'fender', '.']","['work', 'great', 'as', 'a', 'wall', 'hanger', 'for', 'my', 'fender', '.']","['Works', 'great', 'a', 'a', 'wall', 'hanger', 'for', 'my', 'fender', '.']"
9091,"Guitar Hanger Hook Holder Wall Mount Display-Fits all size Guitars,Bass,...","['Guitar', 'Hanger', 'Hook', 'Holder', 'Wall', 'Mount', 'Display-Fits', 'all', 'size', 'Guitars', ',', 'Bass', ',', '...']","['guitar', 'hanger', 'hook', 'holder', 'wall', 'mount', 'display-fit', 'all', 'size', 'guitar', ',', 'bass', ',', '...']","['Guitar', 'Hanger', 'Hook', 'Holder', 'Wall', 'Mount', 'Display-Fits', 'all', 'size', 'Guitars', ',', 'Bass', ',', '...']"
9092,Good product for the price!,"['Good', 'product', 'for', 'the', 'price', '!']","['good', 'product', 'for', 'the', 'price', '!']","['Good', 'product', 'for', 'the', 'price', '!']"
9093,Killer price,"['Killer', 'price']","['killer', 'price']","['Killer', 'price']"
9094,I bought 3,"['I', 'bought', '3']","['i', 'bought', '3']","['I', 'bought', '3']"
9095,Works Great! Even Better Than I Expected,"['Works', 'Great', '!', 'Even', 'Better', 'Than', 'I', 'Expected']","['work', 'great', '!', 'even', 'better', 'than', 'i', 'expect']","['Works', 'Great', '!', 'Even', 'Better', 'Than', 'I', 'Expected']"
9096,"Love them, I bought 4","['Love', 'them', ',', 'I', 'bought', '4']","['love', 'them', ',', 'i', 'bought', '4']","['Love', 'them', ',', 'I', 'bought', '4']"
9097,Cheaper alternative,"['Cheaper', 'alternative']","['cheaper', 'altern']","['Cheaper', 'alternative']"
9098,Useful device,"['Useful', 'device']","['use', 'devic']","['Useful', 'device']"
9099,Helped Me Clean Up My Room.,"['Helped', 'Me', 'Clean', 'Up', 'My', 'Room', '.']","['help', 'me', 'clean', 'up', 'my', 'room', '.']","['Helped', 'Me', 'Clean', 'Up', 'My', 'Room', '.']"
9100,Blue Builds Another Beauty,"['Blue', 'Builds', 'Another', 'Beauty']","['blue', 'build', 'anoth', 'beauti']","['Blue', 'Builds', 'Another', 'Beauty']"
9101,"Looks, not functionality.","['Looks', ',', 'not', 'functionality', '.']","['look', ',', 'not', 'function', '.']","['Looks', ',', 'not', 'functionality', '.']"
9102,"Built like a tank, great mount with a .02 cent thumbscrew that breaks easily.","['Built', 'like', 'a', 'tank', ',', 'great', 'mount', 'with', 'a', '.02', 'cent', 'thumbscrew', 'that', 'breaks', 'easily', '.']","['built', 'like', 'a', 'tank', ',', 'great', 'mount', 'with', 'a', '.02', 'cent', 'thumbscrew', 'that', 'break', 'easili', '.']","['Built', 'like', 'a', 'tank', ',', 'great', 'mount', 'with', 'a', '.02', 'cent', 'thumbscrew', 'that', 'break', 'easily', '.']"
9103,Finally gave in...,"['Finally', 'gave', 'in', '...']","['final', 'gave', 'in', '...']","['Finally', 'gave', 'in', '...']"
9104,Solid Shockmount for Yeti,"['Solid', 'Shockmount', 'for', 'Yeti']","['solid', 'shockmount', 'for', 'yeti']","['Solid', 'Shockmount', 'for', 'Yeti']"
9105,Cheap but Effective,"['Cheap', 'but', 'Effective']","['cheap', 'but', 'effect']","['Cheap', 'but', 'Effective']"
9106,Cheap thin bag,"['Cheap', 'thin', 'bag']","['cheap', 'thin', 'bag']","['Cheap', 'thin', 'bag']"
9107,gig bag,"['gig', 'bag']","['gig', 'bag']","['gig', 'bag']"
9108,Good cheap gig bag,"['Good', 'cheap', 'gig', 'bag']","['good', 'cheap', 'gig', 'bag']","['Good', 'cheap', 'gig', 'bag']"
9109,Not for side by sides.,"['Not', 'for', 'side', 'by', 'sides', '.']","['not', 'for', 'side', 'by', 'side', '.']","['Not', 'for', 'side', 'by', 'side', '.']"
9110,loved it,"['loved', 'it']","['love', 'it']","['loved', 'it']"
9111,it does the job,"['it', 'does', 'the', 'job']","['it', 'doe', 'the', 'job']","['it', 'doe', 'the', 'job']"
9112,Nifty little guy,"['Nifty', 'little', 'guy']","['nifti', 'littl', 'guy']","['Nifty', 'little', 'guy']"
9113,Great unit,"['Great', 'unit']","['great', 'unit']","['Great', 'unit']"
9114,Bought it for my son,"['Bought', 'it', 'for', 'my', 'son']","['bought', 'it', 'for', 'my', 'son']","['Bought', 'it', 'for', 'my', 'son']"
9115,Awesome mixer!,"['Awesome', 'mixer', '!']","['awesom', 'mixer', '!']","['Awesome', 'mixer', '!']"
9116,I'm not so sure now that I have it (a new iMac user's perspective),"['I', ""'m"", 'not', 'so', 'sure', 'now', 'that', 'I', 'have', 'it', '(', 'a', 'new', 'iMac', 'user', ""'s"", 'perspective', ')']","['i', ""'m"", 'not', 'so', 'sure', 'now', 'that', 'i', 'have', 'it', '(', 'a', 'new', 'imac', 'user', ""'s"", 'perspect', ')']","['I', ""'m"", 'not', 'so', 'sure', 'now', 'that', 'I', 'have', 'it', '(', 'a', 'new', 'iMac', 'user', ""'s"", 'perspective', ')']"
9117,"Solid equipment, good value","['Solid', 'equipment', ',', 'good', 'value']","['solid', 'equip', ',', 'good', 'valu']","['Solid', 'equipment', ',', 'good', 'value']"
9118,Excellent Portable Mixer,"['Excellent', 'Portable', 'Mixer']","['excel', 'portabl', 'mixer']","['Excellent', 'Portable', 'Mixer']"
9119,"Sweet sound, differential xlr input, true bi-amp speakers","['Sweet', 'sound', ',', 'differential', 'xlr', 'input', ',', 'true', 'bi-amp', 'speakers']","['sweet', 'sound', ',', 'differenti', 'xlr', 'input', ',', 'true', 'bi-amp', 'speaker']","['Sweet', 'sound', ',', 'differential', 'xlr', 'input', ',', 'true', 'bi-amp', 'speaker']"
9120,Jim Dandy 'n Darn Tootin' BX5,"['Jim', 'Dandy', ""'n"", 'Darn', 'Tootin', ""'"", 'BX5']","['jim', 'dandi', ""'n"", 'darn', 'tootin', ""'"", 'bx5']","['Jim', 'Dandy', ""'n"", 'Darn', 'Tootin', ""'"", 'BX5']"
9121,"Honest sound, great for project studios","['Honest', 'sound', ',', 'great', 'for', 'project', 'studios']","['honest', 'sound', ',', 'great', 'for', 'project', 'studio']","['Honest', 'sound', ',', 'great', 'for', 'project', 'studio']"
9122,Love them; finally!,"['Love', 'them', ';', 'finally', '!']","['love', 'them', ';', 'final', '!']","['Love', 'them', ';', 'finally', '!']"
9123,Blow Away,"['Blow', 'Away']","['blow', 'away']","['Blow', 'Away']"
9124,Outstanding monitor for guitar playing/recording,"['Outstanding', 'monitor', 'for', 'guitar', 'playing/recording']","['outstand', 'monitor', 'for', 'guitar', 'playing/record']","['Outstanding', 'monitor', 'for', 'guitar', 'playing/recording']"
9125,Pretty cool!,"['Pretty', 'cool', '!']","['pretti', 'cool', '!']","['Pretty', 'cool', '!']"
9126,Works!,"['Works', '!']","['work', '!']","['Works', '!']"
9127,Coolest. Thing. Ever.,"['Coolest', '.', 'Thing', '.', 'Ever', '.']","['coolest', '.', 'thing', '.', 'ever', '.']","['Coolest', '.', 'Thing', '.', 'Ever', '.']"
9128,Real fun gadget,"['Real', 'fun', 'gadget']","['real', 'fun', 'gadget']","['Real', 'fun', 'gadget']"
9129,Buy this one,"['Buy', 'this', 'one']","['buy', 'thi', 'one']","['Buy', 'this', 'one']"
9130,Just an awesome tool,"['Just', 'an', 'awesome', 'tool']","['just', 'an', 'awesom', 'tool']","['Just', 'an', 'awesome', 'tool']"
9131,What to do with old credit cards,"['What', 'to', 'do', 'with', 'old', 'credit', 'cards']","['what', 'to', 'do', 'with', 'old', 'credit', 'card']","['What', 'to', 'do', 'with', 'old', 'credit', 'card']"
9132,"By Golly, It Works!","['By', 'Golly', ',', 'It', 'Works', '!']","['by', 'golli', ',', 'it', 'work', '!']","['By', 'Golly', ',', 'It', 'Works', '!']"
9133,"Yes, it's cool but....","['Yes', ',', 'it', ""'s"", 'cool', 'but', '....']","['ye', ',', 'it', ""'s"", 'cool', 'but', '....']","['Yes', ',', 'it', ""'s"", 'cool', 'but', '....']"
9134,Great little tuner that doesn't obscure peghead,"['Great', 'little', 'tuner', 'that', 'does', ""n't"", 'obscure', 'peghead']","['great', 'littl', 'tuner', 'that', 'doe', ""n't"", 'obscur', 'peghead']","['Great', 'little', 'tuner', 'that', 'doe', ""n't"", 'obscure', 'peghead']"
9135,Love it. Battery included!,"['Love', 'it', '.', 'Battery', 'included', '!']","['love', 'it', '.', 'batteri', 'includ', '!']","['Love', 'it', '.', 'Battery', 'included', '!']"
9136,It needed to adjust,"['It', 'needed', 'to', 'adjust']","['it', 'need', 'to', 'adjust']","['It', 'needed', 'to', 'adjust']"
9137,Skinny profile which is nice,"['Skinny', 'profile', 'which', 'is', 'nice']","['skinni', 'profil', 'which', 'is', 'nice']","['Skinny', 'profile', 'which', 'is', 'nice']"
9138,"Super awesome small, but poor button design.","['Super', 'awesome', 'small', ',', 'but', 'poor', 'button', 'design', '.']","['super', 'awesom', 'small', ',', 'but', 'poor', 'button', 'design', '.']","['Super', 'awesome', 'small', ',', 'but', 'poor', 'button', 'design', '.']"
9139,"Tiny, convenient, accurate enough","['Tiny', ',', 'convenient', ',', 'accurate', 'enough']","['tini', ',', 'conveni', ',', 'accur', 'enough']","['Tiny', ',', 'convenient', ',', 'accurate', 'enough']"
9140,"effortless, compact tuner/metronome","['effortless', ',', 'compact', 'tuner/metronome']","['effortless', ',', 'compact', 'tuner/metronom']","['effortless', ',', 'compact', 'tuner/metronome']"
9141,Great Mini Tuner,"['Great', 'Mini', 'Tuner']","['great', 'mini', 'tuner']","['Great', 'Mini', 'Tuner']"
9142,"Fits on Strat, very sleek and almost hidden,  tunes like a champ, plus metronome!","['Fits', 'on', 'Strat', ',', 'very', 'sleek', 'and', 'almost', 'hidden', ',', 'tunes', 'like', 'a', 'champ', ',', 'plus', 'metronome', '!']","['fit', 'on', 'strat', ',', 'veri', 'sleek', 'and', 'almost', 'hidden', ',', 'tune', 'like', 'a', 'champ', ',', 'plu', 'metronom', '!']","['Fits', 'on', 'Strat', ',', 'very', 'sleek', 'and', 'almost', 'hidden', ',', 'tune', 'like', 'a', 'champ', ',', 'plus', 'metronome', '!']"
9143,D'Addario NS Micro Clip-On: Excellent headstock tuner!,"[""D'Addario"", 'NS', 'Micro', 'Clip-On', ':', 'Excellent', 'headstock', 'tuner', '!']","[""d'addario"", 'ns', 'micro', 'clip-on', ':', 'excel', 'headstock', 'tuner', '!']","[""D'Addario"", 'NS', 'Micro', 'Clip-On', ':', 'Excellent', 'headstock', 'tuner', '!']"
9144,Small but fragile and not so easily portable,"['Small', 'but', 'fragile', 'and', 'not', 'so', 'easily', 'portable']","['small', 'but', 'fragil', 'and', 'not', 'so', 'easili', 'portabl']","['Small', 'but', 'fragile', 'and', 'not', 'so', 'easily', 'portable']"
